Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Outlet_Years,Item_Outlet_Sales
19.6,Non-Edible,0.041291169,Household,86.9514,Small,Tier 1,Supermarket Type1,16,1416.8224
18.7,Low Fat,0.037699254,Fruits and Vegetables,110.2886,Small,Tier 2,Supermarket Type1,11,2223.772
17.6,Non-Edible,0.018889593,Health and Hygiene,236.259,High,Tier 3,Supermarket Type1,26,4727.18
6.46,Regular,0.049162885,Fruits and Vegetables,146.9102,Small,Tier 1,Supermarket Type1,16,1895.5326
15.5,Regular,0.132630345,Baking Goods,263.8568,Small,Tier 1,Grocery Store,28,790.9704
5.34,Regular,0.005958918,Snack Foods,101.6358,High,Tier 3,Supermarket Type1,26,1709.1086
16.7,Low Fat,0.122832172,Dairy,217.685,Small,Tier 1,Grocery Store,28,432.77
11.6,Regular,0.143990173,Dairy,239.6222,Small,Tier 2,Supermarket Type1,9,2390.222
19.0,Low Fat,0.112893408,Snack Foods,131.0626,Small,Tier 3,Grocery Store,15,524.6504
18.7,Non-Edible,0.045865089,Health and Hygiene,152.3682,Medium,Tier 3,Supermarket Type3,28,2287.023
16.0,Non-Edible,0.072655379,Household,228.8668,Small,Tier 1,Supermarket Type1,16,1612.5676
13.35,Low Fat,0.1027194,Dairy,228.8352,Small,Tier 2,Supermarket Type1,11,5267.8096
5.985,Low Fat,0.167725251,Frozen Foods,128.3678,Small,Tier 1,Grocery Store,28,127.1678
19.2,Regular,0.005561538,Starchy Foods,224.0062,Medium,Tier 3,Supermarket Type3,28,3837.0054
6.965,Non-Edible,0.028710065,Household,159.4604,High,Tier 3,Supermarket Type1,26,3169.208
6.44,Low Fat,0.1057110225,Breads,99.87,Small,Tier 2,Supermarket Type1,11,1498.05
20.5,Regular,0.112584813,Fruits and Vegetables,192.0478,Medium,Tier 1,Supermarket Type1,14,1549.9824
19.7,Regular,0.161610636,Canned,255.2014,Small,Tier 2,Supermarket Type1,6,3570.0196
10.1,Regular,0.053692878,Fruits and Vegetables,222.9088,Small,Tier 2,Supermarket Type1,11,5145.3024
6.715,Regular,0.122274118,Baking Goods,40.3454,Small,Tier 2,Supermarket Type1,6,838.908
20.25,Non-Edible,0.103188491,Household,244.346,Small,Tier 1,Grocery Store,28,246.346
10.195,Low Fat,0.126579586,Canned,112.2886,Medium,Tier 1,Supermarket Type1,14,2557.3378
9.195,Regular,0.077995641,Meat,107.1596,High,Tier 3,Supermarket Type1,26,2804.3496
10.6,Low Fat,0.056748659,Dairy,233.6642,High,Tier 3,Supermarket Type1,26,3950.1914
10.3,Regular,0.011143599,Snack Foods,88.254,Medium,Tier 1,Supermarket Type1,14,1125.202
11.35,Regular,0.023209537,Dairy,183.3608,Medium,Tier 3,Supermarket Type3,28,6064.1064
18.85,Low Fat,0.04282359,Canned,254.433,Medium,Tier 3,Supermarket Type2,4,2050.664
4.61,Low Fat,0.122629121,Hard Drinks,175.4396,Small,Tier 2,Supermarket Type1,9,2616.594
12.85,Low Fat,0.121972274,Snack Foods,44.1428,Medium,Tier 3,Supermarket Type3,28,1362.2268
19.0,Regular,0.065735977,Fruits and Vegetables,189.6214,Medium,Tier 1,Supermarket Type1,14,2826.321
17.0,Low Fat,0.055746931,Dairy,220.0114,Small,Tier 2,Supermarket Type1,6,2217.114
7.39,Low Fat,0.082367244,Soft Drinks,187.753,Medium,Tier 1,Supermarket Type1,14,1518.024
7.5,Non-Edible,0.036234918,Health and Hygiene,175.3028,Small,Tier 1,Supermarket Type1,16,3896.2616
9.395,Regular,0.170246782,Fruits and Vegetables,141.5838,Medium,Tier 3,Supermarket Type3,28,3231.1274
20.6,Regular,0.030362777,Dairy,210.5244,Medium,Tier 3,Supermarket Type3,28,6775.1808
12.6,Low Fat,0.161039887,Snack Foods,210.2612,Small,Tier 3,Grocery Store,15,418.1224
19.5,Low Fat,0.082552214,Canned,179.8002,Small,Tier 1,Supermarket Type1,16,716.4008
11.8,Regular,0.02592132,Meat,101.9674,Small,Tier 2,Supermarket Type1,9,1731.7458
9.3,Low Fat,0.016113019,Dairy,248.8092,Small,Tier 2,Supermarket Type1,6,5976.2208
17.6,Low Fat,0.008033611,Dairy,174.2422,Medium,Tier 3,Supermarket Type2,4,4311.055
8.52,Low Fat,0.045291822,Soft Drinks,153.5682,Small,Tier 3,Grocery Store,15,457.4046
18.1,Low Fat,0.037492325,Fruits and Vegetables,95.5094,Small,Tier 3,Grocery Store,15,95.2094
6.76,Regular,0.028842332,Fruits and Vegetables,81.496,Medium,Tier 3,Supermarket Type3,28,1997.4
14.85,Non-Edible,0.060927824,Household,254.8698,High,Tier 3,Supermarket Type1,26,4819.7262
7.07,Low Fat,0.093653464,Snack Foods,113.3834,Small,Tier 2,Supermarket Type1,9,1267.0174
14.8,Low Fat,0.081026811,Meat,190.0846,Small,Tier 2,Supermarket Type1,9,4586.0304
17.75,Regular,0.156831826,Dairy,241.0538,Small,Tier 1,Supermarket Type1,16,1201.769
9.195,Regular,0.118149377,Snack Foods,160.5578,Small,Tier 2,Supermarket Type1,6,1283.6624
9.1,Regular,0.081794766,Breads,173.2054,Small,Tier 2,Supermarket Type1,11,3151.8972
10.6,Low Fat,0.0194158,Breads,41.6454,Small,Tier 1,Grocery Store,28,83.8908
15.35,Low Fat,0.020326962,Soft Drinks,216.7508,Small,Tier 1,Supermarket Type1,16,1736.4064
20.7,Non-Edible,0.039405676,Household,149.8366,Medium,Tier 3,Supermarket Type2,4,2267.049
15.15,Regular,0.066446521,Frozen Foods,147.976,Medium,Tier 3,Supermarket Type2,4,732.38
13.35,Regular,0.149338159,Snack Foods,178.666,Small,Tier 2,Supermarket Type1,9,1797.66
8.395,Low Fat,0.039553606,Snack Foods,99.1042,Medium,Tier 1,Supermarket Type1,14,2579.3092
7.865,Low Fat,0.061183503,Breakfast,164.5526,Small,Tier 2,Supermarket Type1,11,1644.526
7.235000000000001,Low Fat,0.099478451,Snack Foods,194.4452,Medium,Tier 3,Supermarket Type3,28,4697.8848
15.2,Non-Edible,0.03366718,Household,109.6912,Small,Tier 2,Supermarket Type1,11,1419.4856
8.75,Regular,0.074743226,Fruits and Vegetables,187.6556,Medium,Tier 1,Supermarket Type1,14,5257.1568
20.6,Regular,0.030510526,Dairy,211.4244,Small,Tier 1,Supermarket Type1,16,7833.8028
20.1,Low Fat,0.074931201,Dairy,108.9228,Medium,Tier 3,Supermarket Type2,4,1105.228
8.77,Regular,0.046866331,Fruits and Vegetables,170.5422,Small,Tier 2,Supermarket Type1,11,1551.9798
17.75,Low Fat,0.05507343,Fruits and Vegetables,145.1444,Small,Tier 1,Supermarket Type1,16,1886.8772
9.105,Non-Edible,0.038699553,Household,33.79,Small,Tier 2,Supermarket Type1,6,199.74
21.1,Non-Edible,0.010596878,Household,233.2958,Medium,Tier 3,Supermarket Type2,4,2103.2622
16.5,Regular,0.068403271,Canned,101.999,Medium,Tier 3,Supermarket Type2,4,619.194
10.895,Low Fat,0.026880159,Frozen Foods,106.428,Small,Tier 1,Supermarket Type1,16,1491.392
15.2,Regular,0.103758647,Fruits and Vegetables,177.0054,Small,Tier 2,Supermarket Type1,9,2976.7918
17.5,Low Fat,0.015591925,Fruits and Vegetables,184.8266,Small,Tier 2,Supermarket Type1,11,2766.399
10.3,Regular,0.030563449,Fruits and Vegetables,114.4176,Small,Tier 2,Supermarket Type1,9,2633.9048
14.0,Low Fat,0.030216783,Fruits and Vegetables,216.6192,Medium,Tier 3,Supermarket Type2,4,3020.0688
11.1,Low Fat,0.294948897,Baking Goods,159.0604,Small,Tier 3,Grocery Store,15,792.302
16.75,Low Fat,0.12888573,Breads,87.6856,Medium,Tier 3,Supermarket Type3,28,1845.5976
9.695,Regular,0.224607399,Baking Goods,223.1404,Small,Tier 1,Grocery Store,28,450.0808
17.25,Non-Edible,0.113518466,Household,253.5724,Small,Tier 1,Supermarket Type1,16,5033.448
20.85,Low Fat,0.032580705,Baking Goods,180.066,Medium,Tier 3,Supermarket Type2,4,2157.192
16.0,Regular,0.302478871,Snack Foods,155.4972,Small,Tier 1,Grocery Store,28,311.5944
15.1,Regular,0.067064128,Snack Foods,257.9304,Small,Tier 2,Supermarket Type1,9,6458.26
17.6,Low Fat,0.058042926,Meat,154.6314,High,Tier 3,Supermarket Type1,26,1861.5768
14.15,Non-Edible,0.008829806,Household,196.311,Small,Tier 1,Supermarket Type1,16,3338.987
12.85,Low Fat,0.12241394,Snack Foods,42.9428,Small,Tier 2,Supermarket Type1,6,703.0848
18.1,Non-Edible,0.049016517,Household,128.7336,Medium,Tier 1,Supermarket Type1,14,2173.1712
12.15,Low Fat,0.015484763,Frozen Foods,211.9928,Medium,Tier 1,Supermarket Type1,14,631.1784
12.3,Regular,0.106307146,Fruits and Vegetables,174.9396,Small,Tier 2,Supermarket Type1,9,1569.9564
17.0,Non-Edible,0.211306673,Household,125.1362,Small,Tier 3,Grocery Store,15,251.6724
20.6,Regular,0.047704151,Fruits and Vegetables,187.2556,Medium,Tier 3,Supermarket Type3,28,4506.1344
11.6,Regular,0.079251097,Frozen Foods,79.2276,Medium,Tier 3,Supermarket Type2,4,649.8208
17.7,Low Fat,0.146973462,Dairy,184.1292,Small,Tier 3,Grocery Store,15,547.2876
18.5,Non-Edible,0.033944698,Others,129.9284,Small,Tier 1,Supermarket Type1,16,1054.6272
12.35,Regular,0.072689818,Dairy,48.7692,Medium,Tier 3,Supermarket Type2,4,788.3072
10.895,Low Fat,0.136810742,Dairy,263.0568,Small,Tier 1,Supermarket Type1,16,527.3136
17.25,Regular,0.125419157,Breakfast,40.048,Medium,Tier 1,Supermarket Type1,14,399.48
5.32,Non-Edible,0.093261677,Health and Hygiene,100.9674,Medium,Tier 3,Supermarket Type2,4,1222.4088
17.75,Non-Edible,0.11147467,Others,108.0912,Medium,Tier 1,Supermarket Type1,14,1637.868
21.1,Regular,0.020618324,Breakfast,129.3994,Medium,Tier 3,Supermarket Type3,28,2055.9904
14.65,Non-Edible,0.083359391,Household,161.9552,Small,Tier 1,Supermarket Type1,16,4711.2008
8.395,Low Fat,0.07191675,Hard Drinks,254.804,High,Tier 3,Supermarket Type1,26,7843.124
14.0,Low Fat,0.041556697,Baking Goods,104.4332,Small,Tier 1,Grocery Store,28,307.5996
6.865,Regular,0.035895934,Frozen Foods,244.4486,Medium,Tier 1,Supermarket Type1,14,6353.0636
18.2,Low Fat,0.161355122,Fruits and Vegetables,38.319,High,Tier 3,Supermarket Type1,26,585.904
11.15,Non-Edible,0.032250092,Health and Hygiene,164.0526,Small,Tier 2,Supermarket Type1,9,4769.1254
6.32,Low Fat,0.012717946,Meat,40.2822,Small,Tier 1,Supermarket Type1,16,628.5152
11.0,Low Fat,0.008960445,Meat,119.1756,Medium,Tier 1,Supermarket Type1,14,1696.4584
18.35,Low Fat,0.015328106,Hard Drinks,107.5938,Medium,Tier 1,Supermarket Type1,14,1822.2946
7.855,Regular,0.073882692,Dairy,220.1482,Medium,Tier 3,Supermarket Type2,4,4600.0122
16.2,Low Fat,0.103634038,Canned,101.399,Medium,Tier 1,Supermarket Type1,14,1031.99
5.59,Regular,0.094741514,Snack Foods,63.1168,Small,Tier 3,Grocery Store,15,191.7504
9.3,Low Fat,0.089005769,Canned,143.9786,Small,Tier 1,Supermarket Type1,16,2745.0934
15.2,Low Fat,0.050279604,Soft Drinks,94.1752,Small,Tier 2,Supermarket Type1,11,2109.2544
15.25,Low Fat,0.089998959,Frozen Foods,215.1192,Small,Tier 2,Supermarket Type1,11,2157.192
10.0,Non-Edible,0.021421289,Household,248.375,Small,Tier 2,Supermarket Type1,9,7240.575
6.865,Low Fat,0.057152139,Snack Foods,211.8218,Small,Tier 2,Supermarket Type1,6,4915.6014
7.81,Regular,0.03412912,Snack Foods,165.1158,Medium,Tier 3,Supermarket Type2,4,1838.2738
19.35,Non-Edible,0.0277359155,Health and Hygiene,65.3168,Small,Tier 3,Grocery Store,15,191.7504
7.27,Regular,0.02076385,Canned,89.0488,High,Tier 3,Supermarket Type1,26,181.0976
10.3,Low Fat,0.078678276,Baking Goods,177.037,High,Tier 3,Supermarket Type1,26,3705.177
7.52,Regular,0.044272226,Baking Goods,181.395,Small,Tier 2,Supermarket Type1,6,2563.33
19.35,Regular,0.057762301,Fruits and Vegetables,238.6564,High,Tier 3,Supermarket Type1,26,3575.346
13.5,Non-Edible,0.072965144,Household,160.692,Medium,Tier 3,Supermarket Type2,4,1917.504
17.1,Low Fat,0.032678839,Frozen Foods,150.7392,Medium,Tier 1,Supermarket Type1,14,3131.9232
20.75,Non-Edible,0.02512588,Health and Hygiene,150.4734,Small,Tier 2,Supermarket Type1,9,890.8404
7.935,Non-Edible,0.031583053,Household,260.991,Medium,Tier 3,Supermarket Type3,28,7100.757
6.115,Regular,0.01179078,Soft Drinks,189.053,Small,Tier 3,Grocery Store,15,948.765
13.8,Regular,0.014762987,Canned,90.7172,Small,Tier 2,Supermarket Type1,11,1338.258
12.6,Low Fat,0.055806016,Seafood,52.4982,Medium,Tier 3,Supermarket Type3,28,1209.7586
18.85,Low Fat,0.039451625,Snack Foods,39.548,Medium,Tier 3,Supermarket Type3,28,1358.232
17.25,Low Fat,0.037337632,Soft Drinks,163.7526,Medium,Tier 3,Supermarket Type2,4,3289.052
18.6,Low Fat,0.152366659,Breakfast,98.5358,Small,Tier 2,Supermarket Type1,11,1306.9654
6.98,Low Fat,0.041071581,Canned,82.5934,High,Tier 3,Supermarket Type1,26,1310.2944
16.2,Non-Edible,0.175898114,Health and Hygiene,183.7608,Medium,Tier 3,Supermarket Type2,4,2940.1728
13.65,Regular,0.012974937,Fruits and Vegetables,115.9834,Medium,Tier 3,Supermarket Type3,28,2994.7684
12.15,Regular,0.131443921,Fruits and Vegetables,189.1872,Medium,Tier 3,Supermarket Type3,28,5294.4416
10.195,Regular,0.017658634,Starchy Foods,240.1538,Medium,Tier 1,Supermarket Type1,14,1442.1228
18.35,Low Fat,0.041904578,Hard Drinks,188.1872,Small,Tier 2,Supermarket Type1,6,4159.9184
6.825,Regular,0.046824729,Canned,155.1998,Medium,Tier 3,Supermarket Type2,4,2460.7968
6.385,Low Fat,0.084094064,Hard Drinks,108.9596,Small,Tier 1,Supermarket Type1,16,1186.4556
11.5,Regular,0.04224015,Frozen Foods,194.982,Small,Tier 2,Supermarket Type1,6,3089.312
9.6,Low Fat,0.096689673,Soft Drinks,168.0158,Medium,Tier 3,Supermarket Type2,4,1336.9264
14.6,Non-Edible,0.025742955,Household,197.1084,Medium,Tier 1,Supermarket Type1,14,4761.8016
11.65,Regular,0.075834825,Snack Foods,82.9908,Small,Tier 2,Supermarket Type1,9,1258.362
12.1,Low Fat,0.052749199,Canned,74.967,Small,Tier 1,Grocery Store,28,229.701
16.1,Regular,0.047996608,Frozen Foods,127.0362,Medium,Tier 3,Supermarket Type2,4,1384.1982
11.0,Regular,0.133145617,Canned,218.4798,Small,Tier 1,Supermarket Type1,16,2203.798
5.86,Regular,0.150853308,Meat,156.0314,Small,Tier 1,Supermarket Type1,16,2016.7082
18.2,Low Fat,0.161458973,Fruits and Vegetables,37.819,Small,Tier 2,Supermarket Type1,9,256.333
11.5,Regular,0.125602951,Frozen Foods,100.8358,Small,Tier 1,Supermarket Type1,16,2111.2518
18.35,Low Fat,0.069745165,Hard Drinks,190.2872,Small,Tier 3,Grocery Store,15,378.1744
8.315,Regular,0.035644325,Baking Goods,147.1444,Small,Tier 2,Supermarket Type1,11,870.8664
16.75,Non-Edible,0.075368868,Health and Hygiene,35.2532,Medium,Tier 3,Supermarket Type3,28,970.7364
5.63,Regular,0.024579432,Meat,105.3306,Medium,Tier 1,Supermarket Type1,14,1045.306
15.0,Regular,0.161301097,Canned,185.1266,High,Tier 3,Supermarket Type1,26,2213.1192
15.1,Regular,0.105881129,Fruits and Vegetables,42.0796,Small,Tier 2,Supermarket Type1,11,454.0756
9.0,Low Fat,0.065194971,Snack Foods,177.737,High,Tier 3,Supermarket Type1,26,2117.244
6.96,Low Fat,0.077350112,Soft Drinks,91.4146,Small,Tier 2,Supermarket Type1,11,638.5022
20.35,Low Fat,0.142393712,Snack Foods,122.7072,Medium,Tier 3,Supermarket Type2,4,1470.0864
20.25,Non-Edible,0.014280554,Household,148.0418,Medium,Tier 3,Supermarket Type2,4,1177.1344
6.38,Non-Edible,0.015162573,Household,145.147,Small,Tier 1,Supermarket Type1,16,3006.087
7.035,Low Fat,0.021883368,Frozen Foods,263.791,Medium,Tier 1,Supermarket Type1,14,4996.829
5.155,Low Fat,0.145669556,Frozen Foods,247.2776,Small,Tier 1,Grocery Store,28,743.0328
12.1,Low Fat,0.0168398285,Hard Drinks,179.866,Small,Tier 2,Supermarket Type1,11,3595.32
17.75,Regular,0.029676966,Fruits and Vegetables,139.9838,Small,Tier 2,Supermarket Type1,11,1966.7732
16.0,Low Fat,0.060971431,Starchy Foods,226.2404,Small,Tier 2,Supermarket Type1,11,4725.8484
17.75,Non-Edible,0.097692448,Health and Hygiene,242.4196,Small,Tier 2,Supermarket Type1,9,5543.4508
6.365,Low Fat,0.007359711,Frozen Foods,59.7536,Small,Tier 2,Supermarket Type1,6,980.0576
11.800000000000002,Regular,0.057143515,Meat,151.8366,Medium,Tier 3,Supermarket Type3,28,6196.6006
15.2,Non-Edible,0.033651278,Household,108.9912,Medium,Tier 1,Supermarket Type1,14,1965.4416
5.695,Low Fat,0.065857092,Frozen Foods,258.5646,Medium,Tier 3,Supermarket Type2,4,4380.2982
7.27,Low Fat,0.07136748,Soft Drinks,111.8518,Medium,Tier 3,Supermarket Type2,4,2277.036
16.0,Low Fat,0.076975118,Fruits and Vegetables,46.2086,Medium,Tier 1,Supermarket Type1,14,490.6946
7.27,Non-Edible,0.046822808,Health and Hygiene,99.3384,Small,Tier 2,Supermarket Type1,6,2759.0752
11.65,Low Fat,0.040144377,Snack Foods,228.9694,Small,Tier 2,Supermarket Type1,6,6622.7126
5.78,Low Fat,0.014614357,Soft Drinks,147.3102,Medium,Tier 3,Supermarket Type2,4,2332.9632
19.2,Regular,0.085082648,Canned,153.5314,Medium,Tier 1,Supermarket Type1,14,2171.8396
11.5,Regular,0.037539164,Snack Foods,106.9254,High,Tier 3,Supermarket Type1,26,3038.7112
14.35,Regular,0.090473389,Frozen Foods,229.7984,Medium,Tier 3,Supermarket Type3,28,6024.1584
15.2,Non-Edible,0.033599041,Household,107.7912,Small,Tier 1,Supermarket Type1,16,1091.912
16.85,Regular,0.160760054,Frozen Foods,192.4478,Small,Tier 2,Supermarket Type1,6,4843.695
15.6,Regular,0.173587926,Dairy,60.0194,Small,Tier 1,Grocery Store,28,123.8388
20.25,Regular,0.022639471,Dairy,248.4092,Small,Tier 2,Supermarket Type1,6,2241.0828
13.85,Low Fat,0.030795085,Soft Drinks,143.3154,Small,Tier 1,Supermarket Type1,16,1985.4156
16.7,Low Fat,0.022099982,Dairy,110.1886,Medium,Tier 1,Supermarket Type1,14,1334.2632
15.5,Regular,0.075384242,Baking Goods,262.7568,Medium,Tier 3,Supermarket Type3,28,7646.0472
11.8,Regular,0.076876046,Snack Foods,33.1558,Small,Tier 2,Supermarket Type1,11,543.2928
19.2,Regular,0.022954444,Fruits and Vegetables,184.495,Medium,Tier 1,Supermarket Type1,14,4028.09
11.0,Non-Edible,0.037711338,Health and Hygiene,41.548,Medium,Tier 3,Supermarket Type3,28,1358.232
11.65,Low Fat,0.040081193,Snack Foods,227.0694,Medium,Tier 3,Supermarket Type2,4,1141.847
16.0,Regular,0.0175423145,Meat,48.1718,Small,Tier 2,Supermarket Type1,6,756.3488
10.895,Low Fat,0.136696892,Dairy,264.5568,High,Tier 3,Supermarket Type1,26,5536.7928
13.5,Regular,0.125274674,Snack Foods,262.191,Small,Tier 1,Supermarket Type1,16,2366.919
7.035,Low Fat,0.021743592,Frozen Foods,263.191,Medium,Tier 3,Supermarket Type3,28,6574.775
19.0,Regular,0.065316099,Fruits and Vegetables,189.9214,Medium,Tier 3,Supermarket Type3,28,5087.3778
13.65,Regular,0.080968973,Frozen Foods,259.7936,Medium,Tier 3,Supermarket Type2,4,2609.936
19.7,Low Fat,0.067039526,Snack Foods,178.337,Medium,Tier 1,Supermarket Type1,14,1411.496
7.51,Low Fat,0.017425784,Fruits and Vegetables,227.901,Small,Tier 2,Supermarket Type1,9,459.402
8.71,Regular,0.045763623,Dairy,43.8744,Medium,Tier 3,Supermarket Type3,28,1222.4088
6.155,Regular,0.095045476,Meat,213.456,Medium,Tier 3,Supermarket Type2,4,2556.672
15.7,Regular,0.204984538,Fruits and Vegetables,111.0544,Small,Tier 3,Grocery Store,15,223.7088
18.5,Regular,0.062245149,Frozen Foods,145.8418,Small,Tier 2,Supermarket Type1,9,5591.3884
19.2,Low Fat,0.100482186,Frozen Foods,111.8886,Medium,Tier 3,Supermarket Type2,4,1667.829
11.8,Regular,0.170548238,Canned,113.8834,Medium,Tier 1,Supermarket Type1,14,1382.2008
17.35,Regular,0.041439718,Frozen Foods,93.7804,High,Tier 3,Supermarket Type1,26,2848.2924
15.7,Regular,0.018838681,Fruits and Vegetables,62.9536,Medium,Tier 3,Supermarket Type3,28,2266.3832
7.52,Low Fat,0.055081623,Fruits and Vegetables,128.8994,High,Tier 3,Supermarket Type1,26,2055.9904
15.35,Low Fat,0.096943078,Soft Drinks,196.5768,Small,Tier 2,Supermarket Type1,6,7685.9952
6.765,Regular,0.087437069,Frozen Foods,106.1306,Small,Tier 2,Supermarket Type1,11,1672.4896
8.93,Non-Edible,0.013253936,Household,53.8614,High,Tier 3,Supermarket Type1,26,994.7052
4.61,Low Fat,0.122901056,Hard Drinks,174.4396,Small,Tier 2,Supermarket Type1,11,2616.594
6.615,Regular,0.092158377,Canned,251.1408,Small,Tier 2,Supermarket Type1,11,3254.4304
9.195,Regular,0.064014173,Frozen Foods,83.3566,Small,Tier 1,Supermarket Type1,16,1437.4622
15.2,Non-Edible,0.056237906,Household,110.7912,Small,Tier 3,Grocery Store,15,109.1912
16.5,Regular,0.066383907,Breakfast,180.4292,Small,Tier 2,Supermarket Type1,11,2189.1504
9.695,Regular,0.128283243,Baking Goods,226.1404,Small,Tier 1,Supermarket Type1,16,3375.606
5.985,Low Fat,0.095331433,Frozen Foods,125.5678,Medium,Tier 3,Supermarket Type3,28,2543.356
13.1,Low Fat,0.075885921,Dairy,165.1158,Medium,Tier 3,Supermarket Type2,4,1504.0422
7.435,Low Fat,0.0844443785,Starchy Foods,167.5158,Medium,Tier 3,Supermarket Type3,28,4345.0108
19.35,Regular,0.040154087,Soft Drinks,164.6868,Small,Tier 2,Supermarket Type1,6,1146.5076
8.365,Low Fat,0.125793938,Hard Drinks,36.2506,Small,Tier 1,Grocery Store,28,37.9506
5.94,Regular,0.02923013,Breads,189.4556,Medium,Tier 3,Supermarket Type3,28,3567.3564
7.535,Low Fat,0.081787519,Soft Drinks,120.844,Small,Tier 1,Supermarket Type1,16,2157.192
13.6,Regular,0.049349121,Frozen Foods,108.6912,Medium,Tier 3,Supermarket Type3,28,3057.3536
16.7,Non-Edible,0.026491715,Household,247.2776,Medium,Tier 3,Supermarket Type3,28,6191.94
10.8,Regular,0.048218142,Baking Goods,40.7138,Small,Tier 2,Supermarket Type1,6,406.138
9.3,Low Fat,0.11178154,Frozen Foods,182.3292,Small,Tier 3,Grocery Store,15,182.4292
14.15,Low Fat,0.034705807,Snack Foods,241.6828,Medium,Tier 3,Supermarket Type3,28,4873.656
8.395,Low Fat,0.039572298,Snack Foods,100.9042,Small,Tier 2,Supermarket Type1,11,1686.4714
16.5,Low Fat,0.073813788,Canned,207.2638,Small,Tier 2,Supermarket Type1,9,5383.6588
21.35,Low Fat,0.068809463,Canned,258.5278,Small,Tier 2,Supermarket Type1,9,5206.556
10.895,Low Fat,0.108253944,Fruits and Vegetables,194.8794,Small,Tier 3,Grocery Store,15,585.2382
16.75,Low Fat,0.045117476,Snack Foods,187.9556,Medium,Tier 1,Supermarket Type1,14,2440.8228
10.6,Low Fat,0.099442329,Dairy,233.1642,Small,Tier 1,Grocery Store,28,697.0926
9.06,Non-Edible,0.009816092,Others,211.856,Medium,Tier 3,Supermarket Type2,4,3621.952
17.6,Regular,0.016024651,Breads,44.0402,Small,Tier 2,Supermarket Type1,9,597.2226
12.35,Non-Edible,0.274405193,Household,117.1124,Small,Tier 3,Grocery Store,15,355.5372
8.96,Regular,0.068880971,Fruits and Vegetables,195.3768,High,Tier 3,Supermarket Type1,26,2759.0752
17.7,Regular,0.016516275,Fruits and Vegetables,47.4034,Medium,Tier 3,Supermarket Type3,28,2187.153
8.6,Non-Edible,0.032621545,Health and Hygiene,143.2154,Small,Tier 1,Supermarket Type1,16,2127.231
13.8,Low Fat,0.141352562,Dairy,264.1884,Small,Tier 1,Supermarket Type1,16,3179.8608
8.27,Regular,0.089735804,Snack Foods,148.7708,Small,Tier 2,Supermarket Type1,11,2708.4744
